date,text
2020-03-04,"['Lovely former #Goole @RSPCA_official foster cat Meg looks very comfy in her forever home ', 'GIN & MIXER OFFER @THE COACH HOUSE!! SELECTED GIN &amp; FEVER TREE MIXER FOR ONLY £3.95. PLUS NEW TAPAS SPECIALS :: This weeks, SALTED CARAMEL Cookie Dough with Salted Caramel Ice Cream #gin #gingin #ginoclock #thecoachhouse #goole #ginbar #adamstreet #coachhouse', '#GOOLE Come to see us next week at the below community event! ', 'Great turnout to our #MECC training at the @junction_goole in #Goole this morning with support from @HumbersideFire @Humberbeat @ISPHNS @East_Riding. Together we can make a change to people living in the #Eastriding @HumberNHSFT @EastRidingCCG', 'COMMERCIAL AUDIO VISUAL INSTALLATIONS @definitionaudio Definition Audio Visual provides professional commercial AV installations into businesses &amp; commercial properties throughout the UK . Contact Us Today https://www.definitionaudiovisual.co.uk #goole ', 'The clean up continues in #flood hit communities. One week on &amp; residents in #Snaith, near #Goole, are able to return back to their homes for the first time. ']"
2020-03-05,"['Anyone in the area that can help, please do! #autotech #snaith #flooding #eastyorkshire #cleaning #help #selby #goole #eastcowick #riveraire', 'Great picture of the Ouse bridge #goole in the mist at sunrise. #M62 Great shot @Goolie6 ', '#Goole @RSPCA_official branch have had a few requests for Carla. If you are interested we can get back to you if the current batch of offers being processed are unsuccessful. Thank you for your understanding http://www.rspca-goole.co.uk', 'Professor Dan got the opportunity to perform at the Blackpool Opera House. Here is what he got up to. https://www.youtube.com/watch?v=sia2WTXA9U8 #Childrens #Entertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds #Magic #Show #MagicShow #Magician', ""Just done a one man show, let's hope two people turn up next time. #Childrens #Entertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds #OneMan #Show #Joke #JokeoftheDay"", '#RegisteredDeputyHomeManager required in #Goole. Contact Chloe for further information: 0113 479 0808 chloe@medicallrecruitment.co.uk Apply online at http://www.medicallrecruitment.co.uk/application #nursinghome #jobs #jobsearch #goolejobs #eastyorkshirejobs #hiringnow', 'The tortie is still super timid, his original home before @RSPCA_official #Goole rescued him, was manic to say. She is our last adoption for sometime, as we have 3 cats now']"
2020-03-06,"['There is a new pub opening in #Goole ! @stanleysgoole &amp; it has @BeavertownBeer on', 'Could this be the most travelled @TfL temporary bus stop sign. Seen in #Goole East Yorkshire this afternoon ', 'The City And County | #CityAndCounty List updated here: http://bit.ly/2PSCMgd With the latest from @cairngormbrew @Bridge_Brewer. #wetherspoon #jdw #realale #pubs #beer #Goole ', 'He is adored by his adopters. As you can see, Jack has a loving home and his own friend! #rspca #goole #felinefriday #happyendings', ""Remember #Goole @RSPCA_official 's Jack in the box , the abandoned unneutered boy sheltering in a box on a shed roof in #Goole too frightened to come into a house? This lucky chap is now purrfectly relaxed in his forever home. "", ""Hi! We're part of @ERidingLMA East Riding Museums Service comprising of #museums across the gorgeous East Riding of #Yorkshire in #Beverley #Goole #Sewerby #Skidby and #Hessle. I'm the curator at #BeverleyArtGallery @#TreasureHouse in the glorious #Beverley!"", 'Looking for a reputable building company in #Hull #beverley #snaith #goole #hedon #brough &amp; surrounding areas? We can help with all aspects of #building work including #extensions #GRPRoofing #dormas #garages #outbuildings #restoration #Newbuilds &amp; much more. Get in touch today!']"
2020-03-07,"[""#Goole @RSPCA_official 's Angel has been rehomed with thanks to @RSPCALincsEast for conducting the visit"", 'I’m big fan of srk..!! @iamsrk @itsKajolD @yrf @gaurikhan #srk #srkashishsharma #kajol #love #goole #Twitter @verified']"
2020-03-08,"['#otb at the ever supportive @TomPuddingPub in #goole ;-) ... @HullCAMRA @YorkBeer #yorkbeer #craftbeer @CraftBeerLeeds', 'Meet #Goole @RSPCA_official volunteers 11am-1pm on Wednesday 11th March Eastgate flats and pick up a FREE cat neutering voucher which includes an ID chip &amp; or a free health check voucher for your pet (dog or cat) with up to £65 worth of treatment for Eastgate flat residents only', 'Moons up #Goole ', 'And if you put in flood defences take it from source to outlet. Aire an example gets flood defences but #Castleford #Goole etc get the extra water', 'A nice spoons at #Goole', ""Just been told by a member of staff at #Goole @asda that they've run out of toilet roll from the shelves. FFS. Unless you're planning on having 7 s***s a day please stop panic buying."", ""We were back in action to perform for Pete and Sharon’s Wedding celebrations. It was with great pleasure that we performed for the happy couple, having a good old fashioned knee's up with friends and family. #Superlicks #WeddingBand #YorkshireWedding #partyband #Goole "", ""I'm Chair of Friends of West Park Goole, Secretary, Volunteers Coordinator, Trustee, home visitor & cat fosterer for #Goole @RSPCA_official Venue Manager at @junction_goole exams invigilator at Goole College. Goole RSPCA trusteeship is seven women #InternationalWomensDay"", 'What happens when 2 of the greatest AI women talk to each other? Find out soon..... Coming out in an hour! #amazonalexa #googlehome #googleassistant #goole #ai #artificialintelligence #hindi #HappyWomensDay2020', 'Search ur name in google_baba engine Thanks #goole']"
2020-03-09,"['**A chance for businesses to sponsor our one off, Rob Burrow charity shirt is available. All proceeds will go to charity** #UTV #OneRobBurrow #RobBurrow #sponsorship #Goole ', 'I was lost in an auditing world of capes from mid to late 19th century on Friday. Many decorated in thousands of glass beads or made from fine ecru lace. Part of our work to empower collections and contemporary. #museumdocumentation #Fashion #Goole ', 'Shared to our #Goole @RSPCA_official page', 'We are recruiting full-time Domestic Assistants / #cleaners! Download an application form &amp; return to recruitment@nottsymca.org: Goole: http://bit.ly/3cHlb4t Worksop: http://bit.ly/2IzAIW5 Nottingham: http://bit.ly/2VWV4R9 #CleanerJobs #Recruiting #Notts #Goole #Worksop', 'The East Riding of Yorkshire CCG are hosting a Maternity Voices Partnership Forum in #Goole to help improve maternity services. @EastRidingCCG @GooleTimesNews @GooleCourtyard More info here: http://ow.ly/PUKJ50yGzm6', 'MAINTENANCE WORKER NEEDED! Are you an experienced #maintenance worker who could ensure the cleanliness, security &amp; safety of our supported accommodation in #Goole? Apply now! Download an application form below &amp; return to recruitment@nottsymca.org: http://bit.ly/330cwFZ', 'Thinking of Moving Home and need Mortgage Advice in Hull? Speak to a Mortgage Advisor in Hull and we can help you get your property on the market and help you move into your new perfect home: https://hullmoneyman.com/mortgage-options/moving-house-mortgages/ #Mortgage #MovingHome #MortgageAdvice #Hull #Sutton #Goole ', 'Exciting vision of #Goole as the ‘epicentre of a thriving rail industry in the UK’. http://bit.ly/2TxwmVY #Siemens #SiemensMobility']"
2020-03-10,"['Inspiring day up in #goole with @WillWilson1967 @dowlers47 @silkethomson @MeehanMedia &amp; @TfL showing Mike Brown the site where @SiemensMobility will build new @piccadillyline &amp; talking to bright sparks @DeltaGoole about #apprenticeships #railcareers #STEM', 'Not the usual day at our office: Proud to say that \u2066@SiemensMobility\u2069 announced the first 12 rail technician apprenticeships at our future factory in #Goole today \u2066@WillWilson1967\u2069 \u2066@emmawhitaker\u2069 \u2066@dowlers47\u2069 #STEM4Brit #EngineeringJobs', 'Look at big Nacho! He has been living rough on the streets but now very happy to have a warm bed. His coat has seen better days and being treated for ear mites. With lots of TLC we are sure he will be ready for re-homing soon at #Goole @RSPCA_official http://www.rspca-goole.co.uk', 'Great morning meeting @WillWilson1967 from @SiemensMobility and Mike Brown the Commissioner for @TfL and hearing about their plans for the new train factory in Goole. Find out more in this weeks issue of @GooleTimesNews out Thursday #Goole #Siemens #Eastyorkshire #railways', '***Traffic Alert*** The Ouse Bridge J36 #Goole to J37 #Howden #M62 in both directions is now open to all traffic.', 'TONIGHT Aged 11 to 25? Have your say about Goole, summer activities and youth projects. Tuesday 10th March at Revive Church, #Goole. 6pm - 7pm ', 'Laminate, Carpets & Vinyls yesterday Message for your FREE home measure and quote Or call free on 08009202092 100s Five Reviews Over 12,687 likes #carpets #vinylflooring #affordableflooring #doncaster #barnsley #floorcoveringslocal #wakefield #goole ', 'Traffic Alert The Ouse Bridge J36 #Goole to J37 #Howden #M62 both directions is closed to high sided vehicles, due to high winds.', 'Why are #siemens creating hundreds of jobs in #Goole? Have a listen to Siemens boss William Wilson speaking to @bbcburnsy during his visit to the site of a new train building factory ..... https://www.bbc.co.uk/sounds/play/p0866ccn', ""Thank you @RSPCASouthport for their help finding a forever family for #Goole @RSPCA_official 's Carla they're coming for this lovely cat this afternoon "", ""#Goole @RSPCA_official 's Willow has been REHOMED"", 'William Wilson, CEO of @SiemensMobility speaks to students at @GooleAcademySLS, setting out the exciting vision to create a world class centre for rail manufacturing and digital innovation in #Goole, creating exciting new careers for local young people. ', 'Exciting times in #Goole ', ""We're working with the Siemens Mobility comms team for the announcement today of the first trainee positions at @siemensmobility's new world-class rail factory facility at #Goole. Great media turnout! "", 'William Wilson CEO of @SiemensMobility and Mike Brown the Commissioner of @TfL are here in #Goole to celebrate the investment in a factory to build trains here. More @RadioHumberside @looknorthBBC', 'It might not look much now but 700 people could work here @SiemensMobility in #Goole Hear more with me @RadioHumberside @bbcburnsy next', ""Morning Goolies anyone know where there is a public EV charging point in #Goole I know there are a couple at the hospital in front of opmathology but I don't know if they are for public use."", 'V Good to see the French drains getting lifted & cleaned this morning at the North St retail park in #Goole the drain right in front of farm foods, Home bargains &amp; sports direct not been done for years. #Drains #flooding', '2 bedroom terraced house for sale Gordon https://https://www.thehouseshop.com/property-for-sale/x/4708956 #HouseForSale #terracedHouse #Goole ', '#GOOLE Come and see us TOMORROW at the below community event! ', 'Current Vacancies: Junior/Intermediate Project Manager, Project Manager, Trailer Operator, Garage Supervisor, Transport Operations Manager. For more information and to apply for these vacancies, visit our website - https://collett.co.uk/index.php/contact-us/vacancies #recruitment #halifax #goole ']"
2020-03-11,"['Coffee break needed ! As our volunteers have it covered for the next half an hour @Morrisons cafe #Goole staff just shared a heart warming story with me . ', 'Goole Tides :- 11th March the PM HW astronomical prediction is 6.6mtr for 20.25pm #Goole', 'We also have our #Bedale Street collection today ! Hope the sun is shinning like it is here in #goole @OfficialBedale #volunteer', 'Lovely @Morrisons community champ wanted a photo in #Goole so of course we did a full photoshoot @mariecurieuk', 'Just been given 50 euro note ! Wow thanks so much #goole #eastyorks @Morrisons collections', '#Goole @RSPCA_official here at Eastgate flats #Goole community day, advice, free cat neutering vouchers free welfare grants. Come and have a chat, here til approx 1pm! ', ""#Eastgate Community Day in #Goole. PCSO Sarah Lonsdale speaking to residents about their concerns. Come and speak to us or one of our other partners. We're here with ERYC Housing, ASB Team, Tenant Participation, RSPCA, East Riding Partnership/NHS &amp; Youth &amp; Family Support "", 'Council looking to make a bid for #Goole to get funding from the government’s proposed Town Fund. Authority will have to work on the details on the bid especially because of threat posed by flooding to the town', 'Watch out @SiemensMobility train factory. Our Danny has nearly completed four trains already here in #Goole You have some serious competition! @TfL might want to start talking to us instead ', 'COMMERCIAL AUDIO VISUAL INSTALLATIONS @definitionaudio Definition Audio Visual provides professional commercial AV installations into businesses &amp; commercial properties throughout the UK . Contact Us Today https://www.definitionaudiovisual.co.uk #goole ', 'Apprenticeships available soon in #Goole: ', 'Day 3 today I’m at a #Goole today with collector steve who’s doing a 4 hour shift ! @mariecurieuk', 'Morning from #Goole ! @mariecurieuk', ""Look what's coming to #Goole @RSPCA_official! It's another brand new set of cat fostering pens! Subject to HQ inspection later this month, we will be able to lend a paw to even more character cats. Purrs to hard working volunteers and kind supporters who have made this possible."", '#Goole @RSPCA_official attending #Eastgate Community Day in #Goole TODAY 11am-1pm http://www.rspca-goole.co.uk', '#GOOLE Pop along to see us TODAY at the below community event! ', 'Very positive comments from @TfL Commissioner Mike Brown to @yorkshirepost on the potential for more orders for Tube trains to be built at @SiemensMobility’s #Goole factory. http://bit.ly/2IEsEDv @MarkCasci #Siemens #SiemensMobility']"
2020-03-12,"[""Look it's #Goole @RSPCA_official 's Carla, now Mittsui. She loves her forever slave's dressing gown "", 'Can you help #Goole @RSPCA_official ? http://www.rspca-goole.co.uk gooleanddistrictrspca@gmail.com', 'We’re at #Goole library this afternoon talking about GP appointments as well as any other feedback you have about local health services. Please come and have a chat with us about your experiences. @ERidingLMA @EastRidingCCG @GooleTimesNews', 'Siemens seeks first #apprentices for #Goole rail manufacturing facility http://ow.ly/WAhI30qp54K @SiemensUKNews @SiemensMobility @blmforum', 'Siemens seeks first #apprentices for #Goole rail manufacturing facility http://ow.ly/WAhI30qp54K @SiemensUKNews @SiemensMobility @blmforum', 'Your favourite weekly read is on sale now! Siemens Mobility confirm apprenticeships for Goole as representatives visit site that will host £200m train factory and meet with students from Goole Academy #goole #siemensmobility #news #apprenticeships', 'A #RailwayCollege in the old #CarriageWorks would have benefitted the #YorkEconomy instead of being built on #Greenfields at #Goole adding to more #flooding in the #Selby #HumbersideArea #CommonSense has to prevail in #Planning we have a #ClimateCrisis', ""@yorkcivictrust @CityofYork This looks #Grey #hard #Harsh #York deserves better Never forget it's railway #heritage @heritageatrisk @Heritage1st #Goole is building #RailwaySidings #RailwayCollege on a #GreenfieldSite whilst the #YorkCarriageworks have been empty 4 years !!!!"", ""Should this be of concern to ratepayers in the @East_Riding? We'll talk about this at 9.15 on The Burnsy Show @RadioHumberside. #beverley #bridlington #driffield #goole #hornsea""]"
2020-03-13,"['#Goole and #Selby #volunteers we’re full of joy today , laughing and bonding while collecting @Morrisons @mariecurieuk', ""#Goole @RSPCA_official 's brand new cat pen units taking shape with electrics and heating to be organised in the next phase of the build ahead of inspection. Purrs to all who have donated to make this project a reality http://www.rspca-goole.co.uk"", ""Don't forget our #OpenEvent takes place next Tuesday, 5pm - 7pm Take the opportunity to discover hands-on courses or explore new career paths. Register your interest today: https://bit.ly/39Onpx9 #GooleCollege #Goole #NewCareer"", ' Disruption between #Leeds and #Goole expected until end of Saturday 21 March #Snaith http://nationalrail.co.uk/service_disruptions/243762.aspx', 'Brilliant #GBmfg #UKmfg @CBItweets @MadeinBritainGB #Apprenticeship @Siemens #Goole #business #investment #jobs', 'Today’s collectors are loving how busy @Morrisons in #Goole is #fridayfeeling @mariecurieuk', ""... I am also a trustee , home visitor volunteers coordinator & press officer for #Goole @RSPCA_official and we're talking of asking potential adopters &amp; visitors if they've visited certain hotspots As Chair of Friends of West Park Goole we hope events/activities don't stall "", ""#Goole @RSPCA_official 's Nacho has the #FridayFeeling http://www.rspca-goole.co.uk"", ""After what we suspect is months of living on the streets, #Goole @RSPCA_official 's Nacho is now enjoying foster care. Loves having own warm bed. Nacho is recovering from an operation on his ear, he’s been castrated and fleas are dropping off, he is now giving us lovely purrs"", 'Celebrate #JewelDay &amp; treat yourself to some Swarovski Crystals with your manicure! Add Swarovski Crystals for 10p per crystal. Contact 07586 435826 to book in. #Manicure #Nails #NailTech #Knottingley #Leeds #Wakefield #Castleford #Featherstone #Goole #Selby #Normanton #Doncaster', 'UK: @SiemensMobility launches recruitment of apprentices for its future #Goole train factory; includes six-month placement at the company’s rolling stock plant in Austria ']"
2020-03-14,"['Find out just why Andrew calls this walk in #Goole The Three Bridge walk... ', ""#otb at the fantastic @TomPuddingPub in #goole, 'Ainsty Assassin', cheers for the #supportlocalBusiness guys! @Gooleawards @GooleTimesNews @HullCAMRA @YorkBeer"", 'Twiglet the @N_Watch mascot would like to see more groups set up in the East Riding! We are especially interested in hearing from people in #Goole who want to register. If you would like to register your interest, please email: safe.communities@eastriding.gov.uk ', '#coronavirus is overrated #CoronaHoax but #Amazon #Apple #Facebook #Huawei #Goole #Microsoft #Tencent and other very big tech companies are right now making #datamining like #crazy #GoldenAge Strong Artificial Intelligence #AI is coming #WakeUpAmerica It is a very big game.', 'coronavirus is overrated #CoronaHoax but #Amazon #Apple #Facebook #Goole #Microsoft and other very big tech companies are right now making #datamining like #crazy, #goldenage Strong Artificial Intelligence #AI is coming #WakeUpAmerica']"
2020-03-15,['Former #Goole @RSPCA_official foster cat Dillon having a chilled Sunday #happyendings #rspca #goole ']
2020-03-16,"[""#Goole @RSPCA_official 's Nacho says wash your paws http://www.rspca-goole.co.uk"", 'Droppin some fun on your feed with all this fear going around; Hope everyone has a productive week! #positivevibes #enjoylife https://tvirecords.com/artists-posts/tony-valor/ #TviRecords #TonyValor #photoshoot #artist #dancer #lyricists #itunes #spotify #goole #applemusicplaylists #deezer #youtube #tidal', ""Visiting to view a cat or volunteer at any of our #Goole @RSPCA_official pens or in volunteer's homes? Remember to wash your hands using the hand sanitisers provided. Don't go ahead with a home visit or viewing if you feel unwell, your health and that of volunteers come first."", 'Siemens Mobility has begun recruiting apprentices for its future #RollingStock train manufacturing facility in #Goole: https://bit.ly/38YkaCd via @RailbusinessUK @SiemensMO', 'One of a few character cats at #Goole @RSPCA_official', 'Heading back to Hull after spending an hour with @xxRachiex and multi agency staff at #Goole#ERHUexploitaware ', 'Spending time with #Goole @RSPCA_official cats ', 'Mistress Minxy of #GOOLE, EAST YORKSHIRE has updated her profile https://www.professionalmistresses.co.uk/goole-mistress-minxy-dominatrix/ @Mistress_minxy', ""We're carrying out flushing of the water pipes in #DN14 #Hook #Goole between 16/03 to 25/03 This is planned work to improve water quality. Please be aware that during the work, customers may experience low pressure or discoloured water."", 'Cleaning litter trays, didinfecting units, socialising cats and administering ear treatment at #Goole @RSPCA_official #MondayMotivation']"
2020-03-17,"['Some of the Gutters in #Goole precinct. #Drainage', '#Goole @RSPCA_official cat spam from our volunteer Alisha', 'Hello all, if you are in #Goole area I am right next to @TescoGoole and will help if local to me, please #joinin and chat if you are feeling worried, lonely or unsure of what to do whilst off work, in isolation or in general #coronavirus limbo #bekind', 'Interesting finds: why mobile organic search traffic remained strong, while desktop did not. #goole #feature #post #serp #mobile #desktop', '@junction_goole Don’t think there’s a cinema in a 20 mile radius of this one?! Great venue. #Goole ']"
2020-03-18,"['The MV CEMLUNA working at the Damac silo on the Port of Goole last week. This cement carrier, sailing under the flag of Cyprus, is currently in the Baltic Sea. Gary Coult #Goole #Humber #KeepingBritainTrading #portlife #maritime', ""Poet, chatterbox, writer, crazy cat lady, in need of work locally, am in #Goole area. Work as Venue Manager at @junction_goole and college invigilating on hold as both shut. Proof reading, letter writing, general help with job applications, reading/writing skills I'm there!"", ""A good time to foster a cat or dog for @RSPCA_official like I'm doing at #Goole @RSPCA_official"", 'A note about #Goole @RSPCA_official activities #PurrsForCaring', ""We have added Archie and Nacho to #Goole @RSPCA_official 's facebook, instagram and web pages #adoptdontshop #pawsforthought #whiskerswednesday"", 'Another day another session with #Goole @RSPCA_official character cats http://www.rspca-goole.co.uk', 'COMMERCIAL AUDIO VISUAL INSTALLATIONS @definitionaudio Definition Audio Visual provides professional commercial AV installations into businesses &amp; commercial properties throughout the UK . Contact Us Today https://www.definitionaudiovisual.co.uk #goole ']"
2020-03-19,"['It is a challenging time but we are very much hoping you will still consider getting in touch with #Goole @RSPCA_official for a forever friend. We may be mostly conducting over the phone home visits, bear with us! Archie is assisting with his assessment http://www.rspca-goole.co.uk', 'Happy birthday to Tommy Cooper my idol I am going to re visit this documentary. Enjoy. #Happy #Birthday #HappyBirthday #TommyCooper #MyIdol #FunnyMan #Childrens #Entertainer #York #Yorkshire #Tadcaster #Wetherby #Selby #Leeds #Goole #Harrogate', 'Warehousing staff urgently needed in Goole and Hull area. Call Pertemps, get registered with them and let them know your availability. #tesco #vacancy #warehousejobs #goole ', 'Rang Mum, Dad is still at work at Petty Motors #Goole he went to our local farm shop and got veg supplies for everyone #shoplocal']"
2020-03-20,"['Mum Jane is a fosterer (as well as treasurer and trustee) for #Goole @RSPCA_official fortunately fit and well so far *touch wood* not doing anything much for Mothers Day (pictured with Lifestylers last year) but she will be busy caring for character cats as usual ', 'I have plenty of coffee if anyone near me #Goole', 'We’ve auto glaziers in Goole replacing the windscreen on a 2008 Ford Transit Connect Van. #windscreen #replacement #van #Goole #Ford #Transit', 'Vital to our voluntary work with #Goole @RSPCA_official am glad inspectors &amp; assoc staff classed as key workers, vets should be included', 'Hello I am Dan and I have a spinning plate addiction. The first step is admitting you have a problem. #Addiction #SpinningPlates #Childrens #Entertainer #ChildrensEntertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds', 'A very big THANK YOU to two #Goole residents for their donations today. #GooliesAreTheBest We opened a pack of sausage rolls to celebrate.', ""Happy Friday love from me and #Goole @RSPCA_official 's Nacho"", '#M62 eastbound at J36 #Goole all lanes now clear and closures are lifted.', 'Are you currently recruiting staff for your business? We have learners across the Humber who have skills in: Driving, Warehousing, Retail, Care and Cleaning who are ready to start work immediately. #HCUKTraining #HCUK #Recruitment #Work #Hull #Grimsby #Cleethorpes #Goole #Hiring', '#M62 eastbound at J36 #Goole. A HGV as lost part of its load on the roundabout, to help with the clear up #TrafficOfficers have had to close the eastbound exit slip.', '#Goole @RSPCA_official are still rehoming character cats via home visit phone interview completion of perfect match form http://www.rspca-goole.co.uk', '#keyworkers DBS checked former Adult Education tutor with 1st Aid certificate if you need any support in #Goole area', ""Whilst we will be conducting mainly over the phone home visit interviews, rest assured #Goole @RSPCA_official 's work continues. Viewings will take place in our cat pens with minimal volunteer contact and hand sanitisers readily available http://www.rspca-goole.co.uk 07599087527"", '#Covid19Truce imgRef. #Goole https://www.flickr.com/photos/bylennon/39765531283 #Wikipedia #GeneralKnowledge #Liverpool']"
2020-03-21,"['#M62 eastbound from J36 #Goole to J37 #Howden Planned roadworks closure in place. Tonight we are doing bridge works. The road is planned to be opened at 06:00. For more details please visit http://trafficengland.com. #WeAreWorkingForYou', '#M62 westbound from J37 #Howden to J36 #Goole. Planned roadworks closure in place. Tonight we are doing bridge works. The road is planned to be opened at 06:00. For more details please visit http://trafficengland.com. #WeAreWorkingForYou', 'Do you remember when you joined Twitter? I do! #MyTwitterAnniversary #Childrens #Entertainer #ChildrensEntertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds', ""Brother and sister #Goole @RSPCA_official 's Carrie and Archie have been RESERVED to go to a home together "", ""#Goole @RSPCA_official 's Benji is RESERVED to go to his forever home on Friday #caturday #goodnews"", 'Big thank you to the @MoorlandsGoole for the kind offer of surplus catfood for #Goole @RSPCA_official we are in touch with volunteers about collecting as soon as we can￼.', 'Plenty of bread left in Thomas the Bakers #Goole', 'Petty Motors #Goole still open ', 'Beautiful morning skating around Goole’s West Park. Ready for @Zolshahowden takeaway tonight #wellbeing #keepingactive #rollerskating #goole ']"
2020-03-22,"['Benji has been REHOMED tonight from #Goole @RSPCA_official . Thank you to his forever slaves for this photo #rspca #goole #happyendings', ""I hope you all had a lovely Mother's Day. Me and my son made the wife a cake. #MothersDay #Family #Cake #Chocolate #Jam #Childrens #Entertainer #ChildrensEntertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds"", ""Spending time with #Goole @RSPCA_official 's Nacho http://www.rspca-goole.co.uk"", 'Good morning Goole - @ReviveChurchUK #Goole are joining @JarrodLCooper &amp; others for church at 11am on Facebook live or YouTube #secretofstrength #lovegoole #togetherforGoole More info for Goole Steve@Revivechurch.co.uk Liz ']"
2020-03-23,"['Great TIP - #StayHomeSaveLives #northyorkshire #york #tadcaster #malton #pickering #ripon #thirsk #richmond #northallerton #scarborough #filey #bridlington #hull #selby #goole #wetherby #harrogate #knaresborough #leeds #wetherby #howden #eastriding RT', 'I feel you need some #Goole @RSPCA_official cat spam care of Rosie and Rowan, did an over the phone follow up and received these purrfect pics #happyendings', 'Q: What do you get if you drop a piano down a coal mine? A: A flat miner. #Piano #Coal #Joke #Jokeoftheday #Childrens #Entertainer #ChildrensEntertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds', ""Q:What does a clock do when it's hungry? A:Goes back four seconds. #Clock #Hungry #Childrens #Entertainer #ChildrensEntertainer #York #Yorkshire #Tadcaster #Wetherby #Goole #Harrogate #Knaresborough #Selby #Leeds"", ""Heartening the amount of interest we've had for #Goole @RSPCA_official cats from individuals in isolation or having enforced time off work looking for a forever friend. Thank you for your interest! http://www.rspca-goole.co.uk"", 'Yorkshire Eyewear, #Goole, #Howden and #Knaresborough are open normal hours for now. We would like to encourage patients to phone for a telephone consultation before visiting. Keep well everyone.', 'Trying to do the right thing for everyone, heart breaking as it is, I feel that if I were to continue working it would only put more people at risk #COVIDー19 #coronavirusuk #CoronaVirusUpdate #goole #StayHomeSaveLives #CloseTheShops']"
2020-03-24,"[' CLEARED: Trains at #Goole are now able to run normally following a fault with a swing bridge over a river earlier today.', ""#Goole @RSPCA_official 's Archie and Carrie have been REHOMED together. That concludes rehoming activities until further notice. Big thank you to all our home visitors, fosterers and lucky adopters #happyendings #busybusy"", 'Disruption at #Goole expected until 21:00 This is due to a fault with a swing bridge over a river at Goole. ^Cameron', ' A fault with a swing bridge over a river at Goole is causing disruption to trains at this station. #Goole Grab the Train Beacon iOS app today ', ' NEW: Disruption at #Goole expected until 21:00 More details: http://nationalrail.co.uk/service_disruptions/245767.aspx', ""#Goole @RSPCA_official 's Nacho has been REHOMED"", ""#Goole @RSPCA_official 's Jemima has been REHOMED to a lovely peaceful home with an experienced forever slave who has a very pretty garden and a rather inviting house with big windows to sun worship in!#happyendings"", 'Luckily this little #cat was found just in time before the country went into #lockdown. Trapped in an empty house in #Goole hiding in the chimney whenever anyone came in. He was caught by ACO Pipes &amp; is now being well cared for @RSPCA_Frontline 49', '@LidlGB #Goole letting around 30 shoppers in store then one out one in. Big problem shoppers stood outside huddled waiting to get there turn. You need to take action to distance queuing shoppers. #herdmentality']"
2020-03-25,"['We’ve had urgent requests for @cowandgate Baby Milk, Nappies &amp; Calpol for charities in #Withernsea &amp; #Goole - Please Share! DM / Email if you can help - hello@heysmilefoundation.org #COVID19 #CharitySupport', 'Former #Goole @RSPCA_official cats Spenser and Tiger enjoying the sunshine #happyendings #rspca #goole ', ""Got a #Goole @RSPCA_official cat neutering voucher? Don't panic! We will honour them once veterinary activities resume."", 'Purrs to Rachel and family for adopting Charlie from #Goole @RSPCA_official #happyendings #rspca #goole', 'We are still delivering Nationwide via #Parcelforce and #royalmail Also weekly non-contact deliveries by our van in the following areas. #Selby #York #Scarbourough #Filey #Bridlington #Hornsea #Hull #Beverley #Goole All areas in between #WednesdayWisdom sales@4pawsraw.co.uk', 'COMMERCIAL AUDIO VISUAL INSTALLATIONS @definitionaudio Definition Audio Visual provides professional commercial AV installations into businesses &amp; commercial properties throughout the UK . Contact Us Today https://www.definitionaudiovisual.co.uk #goole ', 'A thank you from #Goole @RSPCA_official http://www.rspca-goole.co.uk', 'This also applies to #Scunthorpe &amp; #Goole hospitals... ', 'A big thank you to fellow #Goole @RSPCA_official volunteers who have worked hard to re home several character cats before doors closed on adoptions due to the coronavirus. Paws crossed we can resume our work very soon.', 'Google opens Stadia Makers program for indie game devs - 9to5Google https://brew.social/uicjs #goole #gaming #gamedev']"
